year,record_type,job_category,company_size,source_item,nominal_wage,daily_wage,hourly_wage,source_file,cpi,real_wage,real_wage_growth
2015,company_size,,100至299人,１００人至２９９人,27887,1060,121,raw_wages_2015.csv,94.53999999999999,29497.56716733658,
2016,company_size,,100至299人,按員工規模分_１００人至２９９人,28345,1022,128,raw_wages_2016.csv,95.85666666666667,29570.19160552213,0.24620484046551372
2017,company_size,,100至299人,按員工規模分_１００人至２９９人,30203,1014,133,raw_wages_2017.csv,96.4525,31313.859153469326,5.89670696493414
2018,company_size,,100至299人,１００人至２９９人,32459,1321,193,raw_wages_2018.csv,97.755,33204.43967060508,6.037520025462251
2019,company_size,,100至299人,１００人至２９９人,33967,9785,337,raw_wages_2019.csv,98.30166666666666,34553.83937200115,4.063913485011028
2020,company_size,,100至299人,１００人至２９９人,32736,1245,161,raw_wages_2020.csv,98.0675,33381.089555663195,-3.3939783180454097
2021,company_size,,100至299人,１００人至２９９人,33116,1247,175,raw_wages_2021.csv,100,33116,-0.7941309261974672
2022,company_size,,100至299人,１００人至２９９人,34401,1367,175,raw_wages_2022.csv,102.94666666666667,33416.33208133661,0.9069092925975575
2023,company_size,,100至299人,１００人至２９９人,33920,1780,185,raw_wages_2023.csv,105.5125,32147.849780831653,-3.795995016500975
2024,company_size,,100至299人,１００人至２９９人,35733,1698,196,raw_wages_2024.csv,107.81333333333333,33143.395993074446,3.0967738714406723
2015,company_size,,29人以下,２９人及以下,25839,1438,130,raw_wages_2015.csv,94.53999999999999,27331.28834355828,
2016,company_size,,29人以下,按員工規模分_２９人及以下,26512,1440,128,raw_wages_2016.csv,95.85666666666667,27657.961539799006,1.1952352634621466
2017,company_size,,29人以下,按員工規模分_２９人及以下,28438,1501,135,raw_wages_2017.csv,96.4525,29483.94287343511,6.602009808309872
2018,company_size,,29人以下,２９人及以下,29092,1463,150,raw_wages_2018.csv,97.755,29760.11457214465,0.9366850963422824
2019,company_size,,29人以下,２９人及以下,30131,1429,156,raw_wages_2019.csv,98.30166666666666,30651.565758464592,2.995456163849375
2020,company_size,,29人以下,２９人及以下,30830,1794,161,raw_wages_2020.csv,98.0675,31437.530272516382,2.5641904242191593
2021,company_size,,29人以下,２９人及以下,31240,1518,166,raw_wages_2021.csv,100,31239.999999999996,-0.6283263055465671
2022,company_size,,29人以下,２９人及以下,32190,1770,180,raw_wages_2022.csv,102.94666666666667,31268.618054656134,0.0916070891681775
2023,company_size,,29人以下,２９人及以下,31563,2008,190,raw_wages_2023.csv,105.5125,29913.9912332662,-4.3322247853170515
2024,company_size,,29人以下,２９人及以下,33282,1790,198,raw_wages_2024.csv,107.81333333333333,30870.022260697504,3.195932699104831
2015,company_size,,300人以上,３００人以上,31394,975,126,raw_wages_2015.csv,94.53999999999999,33207.10810239053,
2016,company_size,,300人以上,按員工規模分_３００人以上,31307,849,123,raw_wages_2016.csv,95.85666666666667,32660.221859025627,-1.6468951216066063
2017,company_size,,300人以上,按員工規模分_３００人以上,32269,862,136,raw_wages_2017.csv,96.4525,33455.84614188331,2.4360651507264963
2018,company_size,,300人以上,３００人以上,35417,1083,142,raw_wages_2018.csv,97.755,36230.37184798732,8.293096800892407
2019,company_size,,300人以上,３００人以上,35955,12517,158,raw_wages_2019.csv,98.30166666666666,36576.18555127923,0.9544856584493555
2020,company_size,,300人以上,３００人以上,35633,1293,161,raw_wages_2020.csv,98.0675,36335.177301348565,-0.6589212251036258
2021,company_size,,300人以上,３００人以上,36706,1571,166,raw_wages_2021.csv,100,36706,1.020561137148146
2022,company_size,,300人以上,３００人以上,36938,1177,171,raw_wages_2022.csv,102.94666666666667,35880.71493329879,-2.2483655715719753
2023,company_size,,300人以上,３００人以上,38505,1009,178,raw_wages_2023.csv,105.5125,36493.30648027485,1.7073002812648674
2024,company_size,,300人以上,３００人以上,39163,1442,190,raw_wages_2024.csv,107.81333333333333,36324.82067771457,-0.46168960505497125
2015,company_size,,30至99人,３０人至９９人,27994,1430,125,raw_wages_2015.csv,94.53999999999999,29610.746773852337,
2016,company_size,,30至99人,按員工規模分_３０人至９９人,28367,1188,128,raw_wages_2016.csv,95.85666666666667,29593.142539207845,-0.05945218058477364
2017,company_size,,30至99人,按員工規模分_３０人至９９人,30065,1445,137,raw_wages_2017.csv,96.4525,31170.783546305178,5.331103329114573
2018,company_size,,30至99人,３０人至９９人,31703,1252,154,raw_wages_2018.csv,97.755,32431.07769423559,4.043190464103041
2019,company_size,,30至99人,３０人至９９人,31276,4614,153,raw_wages_2019.csv,98.30166666666666,31816.347637374747,-1.8954968522988946
2020,company_size,,30至99人,３０人至９９人,32088,1554,160,raw_wages_2020.csv,98.0675,32720.32018762587,2.8412203705909578
2021,company_size,,30至99人,３０人至９９人,32429,1674,170,raw_wages_2021.csv,100,32429.000000000004,-0.8903341591872338
2022,company_size,,30至99人,３０人至９９人,32840,1872,180,raw_wages_2022.csv,102.94666666666667,31900.012951690194,-1.6312160359857164
2023,company_size,,30至99人,３０人至９９人,34120,1843,187,raw_wages_2023.csv,105.5125,32337.40078189788,1.3711211681013191
2024,company_size,,30至99人,３０人至９９人,35286,1521,211,raw_wages_2024.csv,107.81333333333333,32728.7905021024,1.2103314142168697
2015,job_category,一般及文書事務員,,一般及文書事務員,24578,850,123,raw_wages_2015.csv,94.53999999999999,25997.461392003384,
2016,job_category,一般及文書事務員,,一般及文書事務員,24843,,129,raw_wages_2016.csv,95.85666666666667,25916.820252460268,-0.3101885154368267
2017,job_category,一般及文書事務員,,一般及文書事務員,26039,1064,149,raw_wages_2017.csv,96.4525,26996.70822425546,4.166745616459955
2018,job_category,一般及文書事務員,,一般及文書事務員,26218,1094,147,raw_wages_2018.csv,97.755,26820.111503247914,-0.6541416810545875
2019,job_category,一般及文書事務員,,一般及文書事務員,27532,,155,raw_wages_2019.csv,98.30166666666666,28007.663484851055,4.427841328919646
2020,job_category,一般及文書事務員,,一般及文書事務員,27281,1300,159,raw_wages_2020.csv,98.0675,27818.5943355342,-0.6750622000979201
2021,job_category,一般及文書事務員,,一般及文書事務員,28396,1527,164,raw_wages_2021.csv,100,28395.999999999996,2.075610498148883
2022,job_category,一般及文書事務員,,一般及文書事務員,29433,900,169,raw_wages_2022.csv,102.94666666666667,28590.532314467036,0.6850694269159074
2023,job_category,一般及文書事務員,,一般及文書事務員,29521,,180,raw_wages_2023.csv,105.5125,27978.67551238005,-2.140067891556474
2024,job_category,一般及文書事務員,,一般及文書事務員,30494,,184,raw_wages_2024.csv,107.81333333333333,28284.071234232004,1.0915303039159996
2015,job_category,不動產經紀人,,不動產經紀人,22685,,,raw_wages_2015.csv,94.53999999999999,23995.134334673156,
2016,job_category,不動產經紀人,,不動產經紀人,25235,,,raw_wages_2016.csv,95.85666666666667,26325.764161769308,9.712926773359932
2017,job_category,不動產經紀人,,不動產經紀人,28154,,,raw_wages_2017.csv,96.4525,29189.497421010343,10.878063184201103
2018,job_category,不動產經紀人,,不動產經紀人,24737,,,raw_wages_2018.csv,97.755,25305.099483402384,-13.307519076405894
2019,job_category,不動產經紀人,,不動產經紀人,27083,,,raw_wages_2019.csv,98.30166666666666,27550.906224038248,8.874917650922054
2020,job_category,不動產經紀人,,不動產經紀人,29787,,,raw_wages_2020.csv,98.0675,30373.977107604456,10.246744192766588
2021,job_category,不動產經紀人,,不動產經紀人,30762,,,raw_wages_2021.csv,100,30762,1.2774846409507434
2022,job_category,不動產經紀人,,不動產經紀人,31524,,,raw_wages_2022.csv,102.94666666666667,30621.681129387383,-0.4561435232189659
2023,job_category,不動產經紀人,,不動產經紀人,42311,,,raw_wages_2023.csv,105.5125,40100.4620305651,30.954475886305932
2024,job_category,不動產經紀人,,不動產經紀人,32407,,,raw_wages_2024.csv,107.81333333333333,30058.434330942368,-25.042174556414253
2015,job_category,主管及監督人員,,主管及監督人員,43147,2000,,raw_wages_2015.csv,94.53999999999999,45638.88301248149,
2016,job_category,主管及監督人員,,主管及監督人員,50745,,,raw_wages_2016.csv,95.85666666666667,52938.41499461,15.994107437143468
2017,job_category,主管及監督人員,,主管及監督人員,50876,,,raw_wages_2017.csv,96.4525,52747.20717451595,-0.3611891669093592
2018,job_category,主管及監督人員,,主管及監督人員,55558,,,raw_wages_2018.csv,97.755,56833.921538540235,7.747736009042616
2019,job_category,主管及監督人員,,主管及監督人員,54108,2000,,raw_wages_2019.csv,98.30166666666666,55042.81039656839,-3.151482589068322
2020,job_category,主管及監督人員,,主管及監督人員,55143,,,raw_wages_2020.csv,98.0675,56229.63774950927,2.1561895993138958
2021,job_category,主管及監督人員,,主管及監督人員,53240,,,raw_wages_2021.csv,100,53240,-5.316836225812893
2022,job_category,主管及監督人員,,主管及監督人員,54832,2254,,raw_wages_2022.csv,102.94666666666667,53262.53076026421,0.0423192341551637
2023,job_category,主管及監督人員,,主管及監督人員,55834,,,raw_wages_2023.csv,105.5125,52916.95296765786,-0.6488197005917851
2024,job_category,主管及監督人員,,主管及監督人員,57003,,,raw_wages_2024.csv,107.81333333333333,52871.93915409349,-0.08506501421554624
2015,job_category,事務支援人員,,事務支援人員,25311,918,123,raw_wages_2015.csv,94.53999999999999,26772.794584302945,
2016,job_category,事務支援人員,,事務支援人員,25374,789,124,raw_wages_2016.csv,95.85666666666667,26470.77233369267,-1.1280938553473008
2017,job_category,事務支援人員,,事務支援人員,26695,1188,143,raw_wages_2017.csv,96.4525,27676.835748166195,4.556207878144969
2018,job_category,事務支援人員,,事務支援人員,27929,911,144,raw_wages_2018.csv,97.755,28570.405605851363,3.2285838808158385
2019,job_category,事務支援人員,,事務支援人員,28393,1100,179,raw_wages_2019.csv,98.30166666666666,28883.53876672149,1.0960053041948914
2020,job_category,事務支援人員,,事務支援人員,28533,1019,159,raw_wages_2020.csv,98.0675,29095.26601575446,0.7330377719398928
2021,job_category,事務支援人員,,事務支援人員,29150,1517,165,raw_wages_2021.csv,100,29150,0.18811989626046355
2022,job_category,事務支援人員,,事務支援人員,30030,936,174,raw_wages_2022.csv,102.94666666666667,29170.444242973706,0.07013462426657124
2023,job_category,事務支援人員,,事務支援人員,30792,1344,192,raw_wages_2023.csv,105.5125,29183.272124155905,0.04397561132545302
2024,job_category,事務支援人員,,事務支援人員,31432,,184,raw_wages_2024.csv,107.81333333333333,29154.093494929508,-0.09998409055111956
2015,job_category,人事事務人員,,人事事務人員,27278,,125,raw_wages_2015.csv,94.53999999999999,28853.395388195473,
2016,job_category,人事事務人員,,人事事務人員,27087,656,132,raw_wages_2016.csv,95.85666666666667,28257.81548840282,-2.064158799266713
2017,job_category,人事事務人員,,人事事務人員,26269,,133,raw_wages_2017.csv,96.4525,27235.167569529047,-3.6189914230754128
2018,job_category,人事事務人員,,人事事務人員,27613,833,,raw_wages_2018.csv,97.755,28247.148483453533,3.715713925170405
2019,job_category,人事事務人員,,人事事務人員,27903,,150,raw_wages_2019.csv,98.30166666666666,28385.07315915295,0.48827822666848153
2020,job_category,人事事務人員,,人事事務人員,29745,,158,raw_wages_2020.csv,98.0675,30331.149463379817,6.855984810450777
2021,job_category,人事事務人員,,人事事務人員,29343,,,raw_wages_2021.csv,100,29343,-3.2578701462430693
2022,job_category,人事事務人員,,人事事務人員,30552,,,raw_wages_2022.csv,102.94666666666667,29677.50291413029,1.139975169990426
2023,job_category,人事事務人員,,人事事務人員,32577,,180,raw_wages_2023.csv,105.5125,30875.014808671956,4.0350830661413095
2024,job_category,人事事務人員,,人事事務人員,32874,,185,raw_wages_2024.csv,107.81333333333333,30491.590403165963,-1.2418598270544035
2015,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,29360,,,raw_wages_2015.csv,94.53999999999999,31055.637825259153,
2016,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,34983,,,raw_wages_2016.csv,95.85666666666667,36495.114233056294,17.515262247722816
2017,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,32458,,,raw_wages_2017.csv,96.4525,33651.79751691247,-7.790951681878622
2018,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,34720,,,raw_wages_2018.csv,97.755,35517.36484067311,5.543737516021419
2019,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,31600,1800,,raw_wages_2019.csv,98.30166666666666,32145.94530442007,-9.492313270922114
2020,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,32881,,160,raw_wages_2020.csv,98.0675,33528.94689881969,4.302258282662663
2021,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,36457,,,raw_wages_2021.csv,100,36457,8.732911027645152
2022,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,30045,,,raw_wages_2022.csv,102.94666666666667,29185.014894443724,-19.946745770513964
2023,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,28621,,,raw_wages_2023.csv,105.5125,27125.696007582043,-7.056083042307226
2024,job_category,作家、新聞記者及語言學專業人員,,作家、新聞記者及語言學專業人員,31046,,,raw_wages_2024.csv,107.81333333333333,28796.06727677467,6.157892754994121
2015,job_category,保安服務工作人員,,保安服務工作人員,26153,1050,129,raw_wages_2015.csv,94.53999999999999,27663.422889782105,
2016,job_category,保安服務工作人員,,保安服務工作人員,26484,1000,120,raw_wages_2016.csv,95.85666666666667,27628.751260562643,-0.1253338365161838
2017,job_category,保安服務工作人員,,保安服務工作人員,28393,1186,135,raw_wages_2017.csv,96.4525,29437.287784142456,6.545849671321635
2018,job_category,保安服務工作人員,,保安服務工作人員,30061,,151,raw_wages_2018.csv,97.755,30751.36821645952,4.463999679430186
2019,job_category,保安服務工作人員,,保安服務工作人員,30017,1300,177,raw_wages_2019.csv,98.30166666666666,30535.596208948646,-0.7016663648656163
2020,job_category,保安服務工作人員,,保安服務工作人員,31131,,173,raw_wages_2020.csv,98.0675,31744.461722792978,3.9588731314506465
2021,job_category,保安服務工作人員,,保安服務工作人員,31831,,161,raw_wages_2021.csv,100,31831,0.27260905528250223
2022,job_category,保安服務工作人員,,保安服務工作人員,31929,1254,171,raw_wages_2022.csv,102.94666666666667,31015.08871907784,-2.5632599695961766
2023,job_category,保安服務工作人員,,保安服務工作人員,32049,1325,200,raw_wages_2023.csv,105.5125,30374.600165857122,-2.0650869614528777
2024,job_category,保安服務工作人員,,保安服務工作人員,33195,,212,raw_wages_2024.csv,107.81333333333333,30789.327232253276,1.3653745699748532
2015,job_category,保險代理人,,保險代理人,27525,,,raw_wages_2015.csv,94.53999999999999,29114.660461180454,
2016,job_category,保險代理人,,保險代理人,28682,,,raw_wages_2016.csv,95.85666666666667,29921.758180616893,2.772135091572059
2017,job_category,保險代理人,,保險代理人,29434,,,raw_wages_2017.csv,96.4525,30516.57551644592,1.987909040098934
2018,job_category,保險代理人,,保險代理人,34887,,,raw_wages_2018.csv,97.755,35688.2000920669,16.946936175174375
2019,job_category,保險代理人,,保險代理人,23595,,,raw_wages_2019.csv,98.30166666666666,24002.644919550366,-32.74347022929326
2020,job_category,保險代理人,,保險代理人,30051,,,raw_wages_2020.csv,98.0675,30643.179442730776,27.66584493266255
2021,job_category,保險代理人,,保險代理人,35649,,,raw_wages_2021.csv,100,35649,16.335839323150637
2022,job_category,保險代理人,,保險代理人,29240,,,raw_wages_2022.csv,102.94666666666667,28403.056598886156,-20.325797080181328
2023,job_category,保險代理人,,保險代理人,35467,,,raw_wages_2023.csv,105.5125,33614.0267740789,18.34651195743875
2024,job_category,保險代理人,,保險代理人,34013,,,raw_wages_2024.csv,107.81333333333333,31548.046005441505,-6.146186479004512
2015,job_category,信用及貸款人員,,信用及貸款人員,31783,,,raw_wages_2015.csv,94.53999999999999,33618.574148508575,
2016,job_category,信用及貸款人員,,信用及貸款人員,32930,,,raw_wages_2016.csv,95.85666666666667,34353.37483047606,2.185698532964353
2017,job_category,信用及貸款人員,,信用及貸款人員,35484,,,raw_wages_2017.csv,96.4525,36789.09307690314,7.090186214445149
2018,job_category,信用及貸款人員,,信用及貸款人員,36352,,,raw_wages_2018.csv,97.755,37186.844662677104,1.0811671408765378
2019,job_category,信用及貸款人員,,信用及貸款人員,30779,,,raw_wages_2019.csv,98.30166666666666,31310.76109255523,-15.801511592134244
2020,job_category,信用及貸款人員,,信用及貸款人員,34712,,,raw_wages_2020.csv,98.0675,35396.02824585107,13.047485946508019
2021,job_category,信用及貸款人員,,信用及貸款人員,34920,,,raw_wages_2021.csv,100,34920,-1.3448634477990273
2022,job_category,信用及貸款人員,,信用及貸款人員,40547,,,raw_wages_2022.csv,102.94666666666667,39386.41367698484,12.790417173496117
2023,job_category,信用及貸款人員,,信用及貸款人員,35752,,,raw_wages_2023.csv,105.5125,33884.13695059827,-13.969986634253484
2024,job_category,信用及貸款人員,,信用及貸款人員,45076,,,raw_wages_2024.csv,107.81333333333333,41809.30002473411,23.389006736958983
2015,job_category,個人照顧工作人員,,個人照顧工作人員,26241,1177,135,raw_wages_2015.csv,94.53999999999999,27756.505182991328,
2016,job_category,個人照顧工作人員,,個人照顧工作人員,23318,1377,133,raw_wages_2016.csv,95.85666666666667,24325.9032583371,-12.359632100789241
2017,job_category,個人照顧工作人員,,個人照顧工作人員,26018,,156,raw_wages_2017.csv,96.4525,26974.935849252222,10.88976044499903
2018,job_category,個人照顧工作人員,,個人照顧工作人員,29585,,151,raw_wages_2018.csv,97.755,30264.436601708356,12.1946564427041
2019,job_category,個人照顧工作人員,,個人照顧工作人員,27831,,178,raw_wages_2019.csv,98.30166666666666,28311.82923314288,-6.45182130519244
2020,job_category,個人照顧工作人員,,個人照顧工作人員,27106,,196,raw_wages_2020.csv,98.0675,27640.145817931527,-2.372447960462598
2021,job_category,個人照顧工作人員,,個人照顧工作人員,30014,,179,raw_wages_2021.csv,100,30014,8.588428576698881
2022,job_category,個人照顧工作人員,,個人照顧工作人員,30644,,180,raw_wages_2022.csv,102.94666666666667,29766.86957647973,-0.8233838326123455
2023,job_category,個人照顧工作人員,,個人照顧工作人員,30686,,211,raw_wages_2023.csv,105.5125,29082.810093590808,-2.2980565058457914
2024,job_category,個人照顧工作人員,,個人照顧工作人員,31331,,214,raw_wages_2024.csv,107.81333333333333,29060.413059609204,-0.07701124447578866
2015,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,29467,,,raw_wages_2015.csv,94.53999999999999,31168.817431774914,
2016,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,27145,1000,,raw_wages_2016.csv,95.85666666666667,28318.322495392425,-9.145341951525454
2017,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,30592,,170,raw_wages_2017.csv,96.4525,31717.166480910295,12.0022786874854
2018,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,29175,,150,raw_wages_2018.csv,97.755,29845.020715052942,-5.902626159824664
2019,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,35869,,170,raw_wages_2019.csv,98.30166666666666,36488.6997507672,22.26059448624669
2020,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,29275,,,raw_wages_2020.csv,98.0675,29851.887730389786,-18.188677770678495
2021,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,30734,,,raw_wages_2021.csv,100,30733.999999999996,2.9549631084542893
2022,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,30828,,,raw_wages_2022.csv,102.94666666666667,29945.6029011786,-2.5652277569512383
2023,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,32305,,176,raw_wages_2023.csv,105.5125,30617.225447221892,2.242808562778542
2024,job_category,其他企業支援服務代理人,,其他企業支援服務代理人,33233,,,raw_wages_2024.csv,107.81333333333333,30824.573336631216,0.6772262554187058
2015,job_category,其他個人服務工作人員,,其他個人服務工作人員,24256,,150,raw_wages_2015.csv,94.53999999999999,25656.864819124185,
2016,job_category,其他個人服務工作人員,,其他個人服務工作人員,24307,,,raw_wages_2016.csv,95.85666666666667,25357.652049935667,-1.1662093996983258
2017,job_category,其他個人服務工作人員,,其他個人服務工作人員,29743,,,raw_wages_2017.csv,96.4525,30836.940462922168,21.608027439592558
2018,job_category,其他個人服務工作人員,,其他個人服務工作人員,24127,,,raw_wages_2018.csv,97.755,24681.090481305306,-19.96258347684835
2019,job_category,其他個人服務工作人員,,其他個人服務工作人員,26122,,,raw_wages_2019.csv,98.30166666666666,26573.30326715383,7.666649847914053
2020,job_category,其他個人服務工作人員,,其他個人服務工作人員,33531,,,raw_wages_2020.csv,98.0675,34191.75567848676,28.669572370213324
2021,job_category,其他個人服務工作人員,,其他個人服務工作人員,31307,,,raw_wages_2021.csv,100,31307,-8.436991962661434
2022,job_category,其他個人服務工作人員,,其他個人服務工作人員,28688,,500,raw_wages_2022.csv,102.94666666666667,27866.856624789536,-10.988415930017137
2023,job_category,其他個人服務工作人員,,其他個人服務工作人員,30477,,,raw_wages_2023.csv,105.5125,28884.7292974766,3.652628232857791
2024,job_category,其他個人服務工作人員,,其他個人服務工作人員,29928,,,raw_wages_2024.csv,107.81333333333333,27759.089784813255,-3.8970055805981896
2015,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,31500,,,raw_wages_2015.csv,94.53999999999999,33319.22995557436,
2016,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,31441,,,raw_wages_2016.csv,95.85666666666667,32800.01390965678,-1.558307459715813
2017,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,39167,,,raw_wages_2017.csv,96.4525,40607.552940566595,23.8034625607618
2018,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,44307,,,raw_wages_2018.csv,97.755,45324.53582936934,11.616023491261696
2019,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,32952,,,raw_wages_2019.csv,98.30166666666666,33521.303470609186,-26.041595667289574
2020,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,34032,,,raw_wages_2020.csv,98.0675,34702.628291737834,3.524101687049286
2021,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,38642,,,raw_wages_2021.csv,100,38642,11.35179639750823
2022,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,44325,,,raw_wages_2022.csv,102.94666666666667,43056.27509389975,11.423516106567334
2023,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,32573,,,raw_wages_2023.csv,105.5125,30871.223788650634,-28.30029137140919
2024,job_category,其他創作及表演藝術人員,,其他創作及表演藝術人員,35157,,,raw_wages_2024.csv,107.81333333333333,32609.139253029927,5.62956452998864
2015,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,23071,1038,121,raw_wages_2015.csv,94.53999999999999,24403.427120795433,
2016,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,24017,1183,125,raw_wages_2016.csv,95.85666666666667,25055.117014987656,2.6704851370522587
2017,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,25469,1229,134,raw_wages_2017.csv,96.4525,26405.743759881807,5.3906223789983665
2018,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,25173,,140,raw_wages_2018.csv,97.755,25751.112475065212,-2.4791245827779917
2019,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,25894,1360,161,raw_wages_2019.csv,98.30166666666666,26341.364168121938,2.292140557532285
2020,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,27380,,158,raw_wages_2020.csv,98.0675,27919.545211206572,5.9912654219880235
2021,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,26384,1500,166,raw_wages_2021.csv,100,26383.999999999996,-5.499893352812302
2022,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,26965,1466,173,raw_wages_2022.csv,102.94666666666667,26193.17445926693,-0.7232623587517639
2023,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,26472,1250,178,raw_wages_2023.csv,105.5125,25088.97050112546,-4.215617163389728
2024,job_category,其他基層技術工及勞力工,,其他基層技術工及勞力工,28515,1566,191,raw_wages_2024.csv,107.81333333333333,26448.49121939154,5.418798344894604
2015,job_category,其他工程專業人員,,其他工程專業人員,42966,,,raw_wages_2015.csv,94.53999999999999,45447.42965940343,
2016,job_category,其他工程專業人員,,其他工程專業人員,43389,,,raw_wages_2016.csv,95.85666666666667,45264.4573495149,-0.4026021081055209
2017,job_category,其他工程專業人員,,其他工程專業人員,37186,,,raw_wages_2017.csv,96.4525,38553.69223192763,-14.825683351883134
2018,job_category,其他工程專業人員,,其他工程專業人員,39573,,,raw_wages_2018.csv,97.755,40481.81678686512,5.001141118569041
2019,job_category,其他工程專業人員,,其他工程專業人員,39849,,,raw_wages_2019.csv,98.30166666666666,40537.4612163239,0.13745536607643327
2020,job_category,其他工程專業人員,,其他工程專業人員,43756,,,raw_wages_2020.csv,98.0675,44618.24763555714,10.066704467397592
2021,job_category,其他工程專業人員,,其他工程專業人員,45556,,,raw_wages_2021.csv,100,45556,2.101723877868178
2022,job_category,其他工程專業人員,,其他工程專業人員,48579,,,raw_wages_2022.csv,102.94666666666667,47188.51185079653,3.583527638064199
2023,job_category,其他工程專業人員,,其他工程專業人員,47133,,,raw_wages_2023.csv,105.5125,44670.536666271764,-5.335991930591611
2024,job_category,其他工程專業人員,,其他工程專業人員,46528,,,raw_wages_2024.csv,107.81333333333333,43156.07222359634,-3.390298294354077
2015,job_category,其他工程科學技術員,,其他工程科學技術員,26890,1000,120,raw_wages_2015.csv,94.53999999999999,28442.987095409353,
2016,job_category,其他工程科學技術員,,其他工程科學技術員,29637,1579,,raw_wages_2016.csv,95.85666666666667,30918.037347428453,8.701794378054517
2017,job_category,其他工程科學技術員,,其他工程科學技術員,32602,1350,,raw_wages_2017.csv,96.4525,33801.093802648975,9.324836576214036
2018,job_category,其他工程科學技術員,,其他工程科學技術員,29017,930,,raw_wages_2018.csv,97.755,29683.392153854027,-12.182155029764886
2019,job_category,其他工程科學技術員,,其他工程科學技術員,28484,575,,raw_wages_2019.csv,98.30166666666666,28976.110950984217,-2.3827505940151705
2020,job_category,其他工程科學技術員,,其他工程科學技術員,29900,,,raw_wages_2020.csv,98.0675,30489.203864685038,5.221863335146515
2021,job_category,其他工程科學技術員,,其他工程科學技術員,32177,2624,160,raw_wages_2021.csv,100,32177,5.535717307692312
2022,job_category,其他工程科學技術員,,其他工程科學技術員,33062,2291,,raw_wages_2022.csv,102.94666666666667,32115.658593446442,-0.19063743218310503
2023,job_category,其他工程科學技術員,,其他工程科學技術員,33707,1500,190,raw_wages_2023.csv,105.5125,31945.977964696125,-0.5283423606481596
2024,job_category,其他工程科學技術員,,其他工程科學技術員,33376,,183,raw_wages_2024.csv,107.81333333333333,30957.209992579767,-3.095125067728577
2015,job_category,其他教學專業人員,,其他教學專業人員,24203,,200,raw_wages_2015.csv,94.53999999999999,25600.803892532265,
2016,job_category,其他教學專業人員,,其他教學專業人員,27236,,271,raw_wages_2016.csv,95.85666666666667,28413.255902910594,10.985795689012413
2017,job_category,其他教學專業人員,,其他教學專業人員,27520,,232,raw_wages_2017.csv,96.4525,28532.17905186491,0.4185481219071807
2018,job_category,其他教學專業人員,,其他教學專業人員,30244,,337,raw_wages_2018.csv,97.755,30938.57091708864,8.433957535628345
2019,job_category,其他教學專業人員,,其他教學專業人員,33096,,210,raw_wages_2019.csv,98.30166666666666,33667.791322629324,8.821417165177547
2020,job_category,其他教學專業人員,,其他教學專業人員,26353,,309,raw_wages_2020.csv,98.0675,26872.307339332605,-20.18393163417652
2021,job_category,其他教學專業人員,,其他教學專業人員,34831,,522,raw_wages_2021.csv,100,34831,29.616707490608274
2022,job_category,其他教學專業人員,,其他教學專業人員,37131,,541,raw_wages_2022.csv,102.94666666666667,36068.190648879674,3.551981421376582
2023,job_category,其他教學專業人員,,其他教學專業人員,37693,,475,raw_wages_2023.csv,105.5125,35723.72941594598,-0.9550277591881207
